sig[0,0]; sig[1,1]; sig[2,2]; sig[0,1]; sig[0,2]; sig[1,2]; eps[0,0]; eps[1,1]; eps[2,2]; eps[0,1]; eps[0,2]; eps[1,2];  beta[0,0]; beta[1,1]; beta[2,2]; beta[0,1]; beta[0,2]; beta[1,2]; eps_p_bar
59.289;58.8119;58.8119;-7.41147e-18;-1.40898e-16;-3.8092e-17;0.6;-0.131512;-0.131512;2.56996e-19;-5.13992e-18;-2.95545e-18;0;0;0;0;0;0;0.485705;
64.0481;63.5672;63.5672;3.46088e-17;1.19205e-16;-4.73693e-17;0.64;-0.137921;-0.137921;3.85494e-18;7.96688e-18;-7.58138e-18;0;0;0;0;0;0;0.516629;
68.8772;68.3926;68.3926;-1.56125e-17;8.06949e-17;5.53446e-17;0.68;-0.144131;-0.144131;2.05597e-18;1.54198e-17;-1.67047e-18;0;0;0;0;0;0;0.547421;
73.7723;73.2843;73.2843;-1.80065e-16;-1.22957e-16;-4.6482e-17;0.72;-0.150152;-0.150152;-1.59338e-17;2.56996e-18;-6.6819e-18;0;0;0;0;0;0;0.578087;
78.7301;78.2388;78.2388;-2.67145e-17;-4.90022e-17;8.73571e-18;0.76;-0.155993;-0.155993;-1.74757e-17;-1.54198e-18;-5.52542e-18;0;0;0;0;0;0;0.608634;
83.7474;83.2529;83.2529;3.37482e-16;3.43908e-16;2.79428e-17;0.8;-0.161664;-0.161664;1.59338e-17;3.26385e-17;-2.82696e-18;0;0;0;0;0;0;0.639068;
88.8211;88.3235;88.3235;-1.04968e-16;-3.12543e-16;6.49567e-17;0.84;-0.167173;-0.167173;3.59794e-18;0;3.34095e-18;0;0;0;0;0;0;0.669395;
93.9484;93.4479;93.4479;-1.39496e-16;-6.7147e-18;-1.08709e-16;0.88;-0.172529;-0.172529;-9.25186e-18;1.28498e-18;-7.58138e-18;0;0;0;0;0;0;0.699621;
99.1269;98.6235;98.6235;1.94514e-16;4.84246e-16;1.18844e-16;0.92;-0.177739;-0.177739;1.02798e-17;4.78013e-17;4.49743e-18;0;0;0;0;0;0;0.729749;
104.354;103.848;103.848;-1.38509e-16;-6.0823e-16;-1.00242e-16;0.96;-0.18281;-0.18281;-4.11194e-18;-1.31068e-17;-5.78241e-18;0;0;0;0;0;0;0.759784;
109.628;109.119;109.119;-1.50514e-16;-3.71303e-17;2.33521e-17;1;-0.187748;-0.187748;-1.74757e-17;-1.28498e-17;-2.95545e-18;0;0;0;0;0;0;0.789732;
114.945;114.434;114.434;1.38032e-16;1.97578e-16;-1.90095e-17;1.04;-0.192559;-0.192559;-3.59794e-18;5.91091e-18;-4.88293e-18;0;0;0;0;0;0;0.819595;
120.306;119.792;119.792;-6.25754e-17;-3.48381e-16;-1.23022e-17;1.08;-0.197249;-0.197249;-1.02798e-17;-2.77556e-17;-5.91091e-18;0;0;0;0;0;0;0.849378;
125.706;125.19;125.19;2.73675e-16;3.15675e-16;1.52001e-16;1.12;-0.201823;-0.201823;1.54198e-17;3.59794e-18;8.22387e-18;0;0;0;0;0;0;0.879084;
131.146;130.627;130.627;-2.94834e-16;-3.46728e-17;-1.28214e-16;1.16;-0.206286;-0.206286;-1.33638e-17;-1.54198e-18;-4.49743e-18;0;0;0;0;0;0;0.908717;
136.622;136.101;136.101;1.3765e-16;1.32771e-16;5.18293e-17;1.2;-0.210643;-0.210643;1.02798e-18;1.07938e-17;1.02798e-18;0;0;0;0;0;0;0.938279;
142.134;141.611;141.611;-1.60559e-16;1.28024e-16;-3.18702e-17;1.24;-0.214899;-0.214899;-1.43918e-17;2.15877e-17;-2.18447e-18;0;0;0;0;0;0;0.967773;
147.681;147.155;147.155;1.94147e-16;-3.61653e-16;-7.62774e-19;1.28;-0.219057;-0.219057;4.11194e-18;-1.18218e-17;-2.05597e-18;0;0;0;0;0;0;0.997202;
153.26;152.732;152.732;-1.47101e-16;3.47631e-16;1.40389e-16;1.32;-0.223121;-0.223121;-1.02798e-17;2.15877e-17;1.05368e-17;0;0;0;0;0;0;1.02657;
158.87;158.34;158.34;2.20375e-16;-3.15981e-16;-1.60312e-16;1.36;-0.227094;-0.227094;1.02798e-17;-8.73787e-18;-4.62593e-18;0;0;0;0;0;0;1.05588;
164.511;163.979;163.979;-5.75841e-16;-1.32189e-16;4.967e-17;1.4;-0.230982;-0.230982;-4.21474e-17;-1.85037e-17;7.70988e-19;0;0;0;0;0;0;1.08513;
170.181;169.647;169.647;7.98706e-16;1.13869e-15;-5.47862e-17;1.44;-0.234786;-0.234786;3.18675e-17;8.27527e-17;-4.36893e-18;0;0;0;0;0;0;1.11432;
175.879;175.343;175.343;-4.94251e-16;-6.16702e-16;5.61735e-17;1.48;-0.238509;-0.238509;-1.64477e-17;2.15877e-17;8.99486e-19;0;0;0;0;0;0;1.14346;
181.604;181.066;181.066;-1.99877e-16;-6.55965e-16;5.10782e-17;1.52;-0.242156;-0.242156;-3.08395e-17;-3.18675e-17;5.01142e-18;0;0;0;0;0;0;1.17255;
187.355;186.815;186.815;2.46054e-16;1.07726e-15;6.81389e-19;1.56;-0.245728;-0.245728;-8.22387e-18;6.5791e-17;4.75443e-18;0;0;0;0;0;0;1.20159;
193.131;192.59;192.59;1.00832e-16;-9.33369e-16;1.5348e-18;1.6;-0.249228;-0.249228;-1.02798e-18;-2.15877e-17;4.88293e-18;0;0;0;0;0;0;1.23058;
198.932;198.388;198.388;5.80538e-16;8.76402e-16;-1.67098e-16;1.64;-0.252659;-0.252659;4.83153e-17;5.96231e-17;-9.50885e-18;0;0;0;0;0;0;1.25953;
204.756;204.21;204.21;-3.17986e-16;-7.82516e-16;1.31899e-16;1.68;-0.256023;-0.256023;1.74757e-17;-1.28498e-17;2.82696e-18;0;0;0;0;0;0;1.28843;
210.602;210.055;210.055;-4.71776e-17;-2.55807e-18;9.2421e-17;1.72;-0.259322;-0.259322;1.54198e-17;-8.22387e-18;9.89435e-18;0;0;0;0;0;0;1.31729;
216.47;215.921;215.921;-2.57599e-16;1.02251e-15;-1.71781e-16;1.76;-0.262559;-0.262559;-6.16791e-18;7.86408e-17;-5.26842e-18;0;0;0;0;0;0;1.34611;
222.36;221.809;221.809;1.99917e-16;-8.06323e-16;2.38891e-17;1.8;-0.265735;-0.265735;1.23358e-17;4.11194e-18;-2.18447e-18;0;0;0;0;0;0;1.37488;
228.27;227.717;227.717;7.57126e-17;-5.04706e-16;1.02439e-16;1.84;-0.268853;-0.268853;1.74757e-17;-3.34095e-17;6.2964e-18;0;0;0;0;0;0;1.40362;
234.199;233.645;233.645;-4.34262e-17;8.51118e-16;-1.63986e-16;1.88;-0.271915;-0.271915;1.33638e-17;4.11194e-17;-8.09538e-18;0;0;0;0;0;0;1.43232;
240.148;239.592;239.592;-3.96866e-16;-4.84368e-16;6.31989e-17;1.92;-0.274921;-0.274921;-1.95317e-17;-4.62593e-18;-1.79897e-18;0;0;0;0;0;0;1.46099;
246.115;245.558;245.558;-7.58101e-16;-8.81923e-16;6.24339e-18;1.96;-0.277875;-0.277875;-8.01828e-17;-7.50429e-17;-1.67047e-18;0;0;0;0;0;0;1.48962;
252.101;251.542;251.542;1.86472e-15;8.08055e-16;-7.39073e-17;2;-0.280777;-0.280777;7.91548e-17;-2.56996e-18;-7.83838e-18;0;0;0;0;0;0;1.51821;
258.103;257.543;257.543;-7.80953e-16;-2.25611e-16;-4.44164e-17;2.04;-0.283629;-0.283629;3.08395e-18;-2.62136e-17;-1.10508e-17;0;0;0;0;0;0;1.54677;
264.123;263.561;263.561;-2.12626e-17;3.6387e-16;1.69909e-16;2.08;-0.286433;-0.286433;6.16791e-18;5.13992e-18;3.21245e-18;0;0;0;0;0;0;1.5753;
270.159;269.596;269.596;-1.51972e-16;-4.36177e-16;6.76427e-17;2.12;-0.28919;-0.28919;-6.16791e-18;-3.28955e-17;7.70988e-18;0;0;0;0;0;0;1.6038;
276.211;275.646;275.646;1.14234e-16;1.50102e-15;-1.4734e-16;2.16;-0.291901;-0.291901;4.11194e-18;9.25186e-17;-4.75443e-18;0;0;0;0;0;0;1.63227;
282.279;281.712;281.712;-3.69832e-16;-1.46939e-15;5.66219e-17;2.2;-0.294568;-0.294568;-2.67276e-17;-3.64934e-17;7.70988e-19;0;0;0;0;0;0;1.66071;
288.361;287.793;287.793;4.27539e-16;1.22179e-16;-9.5375e-17;2.24;-0.297192;-0.297192;1.02798e-17;-1.74757e-17;-7.32439e-18;0;0;0;0;0;0;1.68912;
294.459;293.889;293.889;-1.95914e-16;2.44309e-16;1.76866e-16;2.28;-0.299775;-0.299775;-8.22387e-18;1.54198e-18;7.58138e-18;0;0;0;0;0;0;1.7175;
300.57;299.999;299.999;-5.32573e-17;3.37287e-16;-5.81008e-17;2.32;-0.302316;-0.302316;-1.13078e-17;2.72416e-17;1.79897e-18;0;0;0;0;0;0;1.74585;
306.695;306.123;306.123;-1.31918e-16;-8.90756e-17;2.74826e-17;2.36;-0.304818;-0.304818;-2.15877e-17;1.79897e-17;4.36893e-18;0;0;0;0;0;0;1.77418;
312.834;312.26;312.26;7.97575e-16;-5.45384e-16;4.53948e-17;2.4;-0.307282;-0.307282;4.31753e-17;-2.51856e-17;7.83838e-18;0;0;0;0;0;0;1.80249;
318.985;318.41;318.41;-8.5134e-16;1.31381e-16;-5.27499e-17;2.44;-0.309709;-0.309709;-2.98115e-17;-1.13078e-17;3.34095e-18;0;0;0;0;0;0;1.83077;
325.15;324.573;324.573;8.88412e-16;3.32686e-16;7.81351e-17;2.48;-0.312099;-0.312099;4.62593e-17;1.43918e-17;9.89435e-18;0;0;0;0;0;0;1.85902;
331.327;330.749;330.749;-3.05966e-16;3.55818e-16;-8.60905e-17;2.52;-0.314453;-0.314453;1.64477e-17;4.06054e-17;2.56996e-18;0;0;0;0;0;0;1.88725;
337.516;336.936;336.936;-4.65046e-16;-1.47078e-15;2.24666e-17;2.56;-0.316773;-0.316773;-1.85037e-17;-7.81268e-17;4.88293e-18;0;0;0;0;0;0;1.91546;
343.716;343.136;343.136;4.97039e-16;8.21596e-16;-2.25944e-16;2.6;-0.319059;-0.319059;2.36436e-17;-4.11194e-18;-1.31068e-17;0;0;0;0;0;0;1.94364;
349.928;349.346;349.346;-4.95918e-16;6.38674e-16;-1.15614e-16;2.64;-0.321313;-0.321313;-1.85037e-17;4.11194e-17;-2.08167e-17;0;0;0;0;0;0;1.97181;
356.152;355.569;355.569;2.48776e-16;-1.13229e-16;4.25936e-16;2.68;-0.323534;-0.323534;4.11194e-18;2.82696e-17;1.33638e-17;0;0;0;0;0;0;1.99995;
362.386;361.801;361.801;-3.21455e-16;-1.13723e-15;-1.69702e-16;2.72;-0.325725;-0.325725;-2.26157e-17;-6.01371e-17;-2.56996e-18;0;0;0;0;0;0;2.02807;
368.631;368.045;368.045;1.8501e-16;6.20263e-16;4.90413e-17;2.76;-0.327885;-0.327885;-6.16791e-18;-4.62593e-18;2.31296e-18;0;0;0;0;0;0;2.05617;
374.886;374.299;374.299;-2.22712e-16;5.17482e-16;1.70843e-17;2.8;-0.330015;-0.330015;-2.46716e-17;3.18675e-17;3.34095e-18;0;0;0;0;0;0;2.08425;
381.151;380.563;380.563;-4.93777e-16;-6.39797e-16;-1.50709e-16;2.84;-0.332117;-0.332117;-6.16791e-17;-2.10737e-17;-8.48087e-18;0;0;0;0;0;0;2.11232;
387.427;386.837;386.837;6.76465e-16;9.82979e-16;7.7454e-17;2.88;-0.33419;-0.33419;-6.16791e-18;5.91091e-17;-1.54198e-18;0;0;0;0;0;0;2.14036;
393.712;393.121;393.121;3.1995e-16;-5.19399e-16;-2.03819e-17;2.92;-0.336235;-0.336235;1.43918e-17;1.28498e-17;-3.59794e-18;0;0;0;0;0;0;2.16839;
400.006;399.414;399.414;-1.01355e-15;-9.54325e-16;2.24862e-16;2.96;-0.338254;-0.338254;-6.5791e-17;-5.75671e-17;1.38778e-17;0;0;0;0;0;0;2.19639;
406.309;405.716;405.716;1.22736e-15;1.74633e-15;-2.82423e-16;3;-0.340246;-0.340246;3.49515e-17;8.27527e-17;-9.25186e-18;0;0;0;0;0;0;2.22438;
412.622;412.027;412.027;-6.24004e-16;-1.23149e-15;1.54622e-16;3.04;-0.342213;-0.342213;-2.05597e-17;-2.26157e-17;4.36893e-18;0;0;0;0;0;0;2.25236;
418.943;418.348;418.348;2.44809e-16;3.43335e-16;-1.48543e-16;3.08;-0.344154;-0.344154;2.05597e-18;1.13078e-17;-7.96688e-18;0;0;0;0;0;0;2.28031;
425.273;424.676;424.676;2.88856e-16;-2.68117e-16;1.4602e-16;3.12;-0.346071;-0.346071;2.26157e-17;-1.13078e-17;4.11194e-18;0;0;0;0;0;0;2.30825;
431.611;431.014;431.014;2.93099e-16;-5.4758e-16;1.02861e-16;3.16;-0.347963;-0.347963;4.31753e-17;-5.13992e-17;1.10508e-17;0;0;0;0;0;0;2.33617;
437.958;437.359;437.359;-3.00463e-16;1.25945e-15;1.61381e-18;3.2;-0.349833;-0.349833;1.85037e-17;4.78013e-17;1.05368e-17;0;0;0;0;0;0;2.36408;
444.313;443.712;443.712;-8.10026e-16;3.60044e-16;-1.14988e-16;3.24;-0.351679;-0.351679;-4.11194e-17;6.7333e-17;1.79897e-18;0;0;0;0;0;0;2.39198;
450.675;450.074;450.074;2.59553e-16;1.99099e-16;-2.61224e-18;3.28;-0.353502;-0.353502;-1.64477e-17;8.01828e-17;2.31296e-18;0;0;0;0;0;0;2.41985;
457.045;456.443;456.443;4.29359e-16;-1.2964e-15;-4.78253e-17;3.32;-0.355304;-0.355304;1.43918e-17;-1.90177e-17;-1.28498e-18;0;0;0;0;0;0;2.44772;
463.423;462.819;462.819;-1.0281e-15;-1.62647e-15;2.17604e-16;3.36;-0.357084;-0.357084;-6.5791e-17;-1.33638e-16;1.54198e-17;0;0;0;0;0;0;2.47557;
469.808;469.203;469.203;8.44418e-16;2.20918e-15;-1.153e-16;3.4;-0.358843;-0.358843;4.11194e-18;4.26613e-17;5.39692e-18;0;0;0;0;0;0;2.5034;
476.2;475.595;475.595;-8.0658e-16;-3.9287e-16;-1.80638e-16;3.44;-0.360582;-0.360582;-6.16791e-17;-5.13992e-19;-7.45289e-18;0;0;0;0;0;0;2.53122;
482.6;481.993;481.993;3.99813e-16;-9.92794e-16;1.18838e-16;3.48;-0.3623;-0.3623;-2.67276e-17;-7.24729e-17;2.56996e-18;0;0;0;0;0;0;2.55903;
489.006;488.398;488.398;3.08045e-16;2.74976e-15;-1.13888e-16;3.52;-0.363998;-0.363998;-6.16791e-18;1.39292e-16;-6.6819e-18;0;0;0;0;0;0;2.58682;
495.419;494.81;494.81;-4.42805e-16;-3.04352e-15;-7.14361e-17;3.56;-0.365677;-0.365677;-4.11194e-17;-1.04854e-16;-1.13078e-17;0;0;0;0;0;0;2.6146;
501.839;501.229;501.229;6.25735e-16;2.50761e-15;2.42515e-16;3.6;-0.367337;-0.367337;8.22387e-18;1.00742e-16;7.19589e-18;0;0;0;0;0;0;2.64237;
508.265;507.654;507.654;-7.22384e-16;-3.58196e-16;-2.56409e-16;3.64;-0.368978;-0.368978;-4.93432e-17;5.85951e-17;-1.33638e-17;0;0;0;0;0;0;2.67013;
514.698;514.086;514.086;2.44582e-16;-5.77261e-16;2.03787e-16;3.68;-0.370601;-0.370601;-2.67276e-17;1.79897e-17;3.34095e-18;0;0;0;0;0;0;2.69787;
521.137;520.524;520.524;6.5913e-16;-1.92959e-15;-4.19697e-17;3.72;-0.372206;-0.372206;2.05597e-17;-1.21302e-16;-1.02798e-18;0;0;0;0;0;0;2.72561;
527.582;526.968;526.968;-1.08548e-15;1.66069e-15;3.43963e-18;3.76;-0.373793;-0.373793;-6.3735e-17;1.33638e-17;-5.13992e-19;0;0;0;0;0;0;2.75333;
534.033;533.418;533.418;1.19113e-15;-1.17073e-15;2.89489e-16;3.8;-0.375363;-0.375363;3.08395e-17;-8.32667e-17;2.08167e-17;0;0;0;0;0;0;2.78104;
540.49;539.874;539.874;-4.5838e-16;2.23346e-15;-3.31727e-16;3.84;-0.376916;-0.376916;-1.02798e-17;8.84066e-17;-5.39692e-18;0;0;0;0;0;0;2.80873;
546.953;546.336;546.336;-1.22552e-16;9.99539e-16;-1.5385e-16;3.88;-0.378453;-0.378453;-1.64477e-17;1.4803e-16;-1.46488e-17;0;0;0;0;0;0;2.83642;
553.421;552.803;552.803;9.7071e-16;-2.3098e-16;-1.6715e-16;3.92;-0.379973;-0.379973;5.55112e-17;1.249e-16;-2.59566e-17;0;0;0;0;0;0;2.8641;
559.896;559.276;559.276;-8.72678e-16;-3.27692e-15;3.33369e-16;3.96;-0.381478;-0.381478;-1.43918e-17;-1.13592e-16;-5.13992e-19;0;0;0;0;0;0;2.89176;
566.375;565.755;565.755;-1.03039e-15;6.29672e-16;5.98852e-17;4;-0.382966;-0.382966;-8.42947e-17;-4.72873e-17;1.79897e-18;0;0;0;0;0;0;2.91942;
559.069;559.69;559.69;1.04764e-15;-1.02921e-15;-2.77931e-17;3.96;-0.381478;-0.381478;-1.43918e-17;-1.13592e-16;-2.56996e-19;0;0;0;0;0;0;2.94196;
552.595;553.217;553.217;1.04756e-15;3.18322e-15;-3.58319e-16;3.92;-0.379973;-0.379973;5.55112e-17;1.249e-16;-2.62136e-17;0;0;0;0;0;0;2.96962;
546.126;546.749;546.749;-8.98842e-16;5.88053e-16;1.24785e-16;3.88;-0.378453;-0.378453;-1.64477e-17;1.4803e-16;-1.49058e-17;0;0;0;0;0;0;2.9973;
539.663;540.287;540.287;8.29567e-18;-7.69348e-16;1.34229e-16;3.84;-0.376916;-0.376916;-1.02798e-17;8.84066e-17;-5.91091e-18;0;0;0;0;0;0;3.02498;
533.206;533.831;533.831;5.66375e-16;-2.42718e-15;3.86186e-16;3.8;-0.375363;-0.375363;3.08395e-17;-8.32667e-17;2.13307e-17;0;0;0;0;0;0;3.05268;
526.755;527.381;527.381;-1.25407e-15;1.12376e-15;-2.57277e-16;3.76;-0.373793;-0.373793;-6.3735e-17;1.33638e-17;2.56996e-19;0;0;0;0;0;0;3.08039;
520.31;520.937;520.937;6.58173e-16;-2.11464e-15;-3.96665e-17;3.72;-0.372206;-0.372206;-8.22387e-18;-1.47002e-16;-1.02798e-18;0;0;0;0;0;0;3.10811;
513.871;514.499;514.499;-1.99093e-16;2.0959e-15;6.04396e-17;3.68;-0.370601;-0.370601;-2.67276e-17;1.79897e-17;3.59794e-18;0;0;0;0;0;0;3.13585;
507.439;508.067;508.067;-1.18122e-15;5.69626e-16;-3.24926e-16;3.64;-0.368978;-0.368978;-1.11022e-16;4.62593e-17;-2.03027e-17;0;0;0;0;0;0;3.16359;
501.013;501.642;501.642;1.54738e-15;8.01927e-16;3.59442e-16;3.6;-0.367337;-0.367337;8.22387e-18;1.00742e-16;7.70988e-18;0;0;0;0;0;0;3.19135;
494.593;495.223;495.223;1.87512e-17;-1.6951e-15;-2.35913e-16;3.56;-0.365677;-0.365677;0;-2.67276e-17;-1.15648e-17;0;0;0;0;0;0;3.21912;
488.18;488.811;488.811;-8.38143e-17;2.15395e-15;4.38406e-17;3.52;-0.363998;-0.363998;-6.16791e-18;1.39292e-16;-6.93889e-18;0;0;0;0;0;0;3.2469;
481.774;482.406;482.406;-2.92185e-16;-2.7506e-15;1.42696e-16;3.48;-0.3623;-0.3623;-2.67276e-17;-7.24729e-17;3.08395e-18;0;0;0;0;0;0;3.27469;
475.374;476.007;476.007;-8.21429e-17;1.36112e-15;-1.44627e-16;3.44;-0.360582;-0.360582;-3.08395e-17;4.26613e-17;-8.22387e-18;0;0;0;0;0;0;3.3025;
468.982;469.616;469.616;4.78264e-16;1.17e-16;1.83839e-16;3.4;-0.358843;-0.358843;4.11194e-18;4.26613e-17;5.91091e-18;0;0;0;0;0;0;3.33032;
462.597;463.232;463.232;-8.16027e-16;-2.04001e-15;1.47963e-16;3.36;-0.357084;-0.357084;-5.75671e-17;-1.04854e-16;1.54198e-17;0;0;0;0;0;0;3.35816;
456.22;456.855;456.855;9.30592e-16;1.01823e-15;-2.23176e-16;3.32;-0.355304;-0.355304;1.43918e-17;-1.90177e-17;-1.54198e-18;0;0;0;0;0;0;3.38601;
449.85;450.486;450.486;-1.49384e-15;1.01069e-15;3.08516e-17;3.28;-0.353502;-0.353502;-9.86865e-17;4.72873e-17;2.05597e-18;0;0;0;0;0;0;3.41387;
443.487;444.125;444.125;6.73125e-16;3.6641e-16;-9.19564e-19;3.24;-0.351679;-0.351679;-4.11194e-17;6.7333e-17;1.79897e-18;0;0;0;0;0;0;3.44175;
437.133;437.771;437.771;8.89318e-16;-2.40675e-16;1.21738e-16;3.2;-0.349833;-0.349833;1.85037e-17;4.78013e-17;1.05368e-17;0;0;0;0;0;0;3.46965;
430.787;431.426;431.426;4.2102e-16;-1.4048e-15;1.76853e-17;3.16;-0.347963;-0.347963;4.31753e-17;-5.13992e-17;1.10508e-17;0;0;0;0;0;0;3.49756;
424.449;425.089;425.089;-2.50662e-16;4.38332e-16;-9.53511e-17;3.12;-0.346071;-0.346071;2.26157e-17;-1.13078e-17;4.11194e-18;0;0;0;0;0;0;3.52548;
418.119;418.76;418.76;-3.08934e-16;3.53891e-16;-1.73418e-16;3.08;-0.344154;-0.344154;2.05597e-18;1.13078e-17;-7.70988e-18;0;0;0;0;0;0;3.55342;
411.798;412.44;412.44;-3.42935e-16;-4.43665e-16;1.57461e-16;3.04;-0.342213;-0.342213;-2.05597e-17;-2.26157e-17;4.62593e-18;0;0;0;0;0;0;3.58138;
405.485;406.128;406.128;7.46935e-16;1.43575e-15;-1.76926e-16;3;-0.340246;-0.340246;3.49515e-17;8.27527e-17;-8.99486e-18;0;0;0;0;0;0;3.60935;
399.182;399.826;399.826;-1.34563e-15;-1.84001e-15;3.01279e-16;2.96;-0.338254;-0.338254;-6.5791e-17;-5.75671e-17;1.36208e-17;0;0;0;0;0;0;3.63734;
392.888;393.532;393.532;1.00655e-15;8.26871e-16;-2.11482e-16;2.92;-0.336235;-0.336235;1.43918e-17;1.28498e-17;-3.34095e-18;0;0;0;0;0;0;3.66535;
386.603;387.249;387.249;-2.00845e-16;7.20166e-16;6.86552e-18;2.88;-0.33419;-0.33419;-6.16791e-18;5.91091e-17;-1.54198e-18;0;0;0;0;0;0;3.69338;
380.328;380.975;380.975;-7.95995e-16;-1.06206e-15;-9.67236e-17;2.84;-0.332117;-0.332117;-6.16791e-17;-2.10737e-17;-8.48087e-18;0;0;0;0;0;0;3.72143;
374.063;374.71;374.71;4.50182e-16;6.5067e-16;1.53889e-16;2.8;-0.330015;-0.330015;-2.46716e-17;3.18675e-17;3.08395e-18;0;0;0;0;0;0;3.74949;
367.808;368.456;368.456;2.98937e-16;-4.55842e-16;2.55059e-18;2.76;-0.327885;-0.327885;-6.16791e-18;-4.62593e-18;2.31296e-18;0;0;0;0;0;0;3.77757;
361.564;362.212;362.212;5.48795e-17;-1.03609e-15;-7.55949e-17;2.72;-0.325725;-0.325725;-4.11194e-18;-7.55568e-17;-3.08395e-18;0;0;0;0;0;0;3.80568;
355.33;355.979;355.979;1.4926e-16;5.0224e-16;2.24599e-16;2.68;-0.323534;-0.323534;6.16791e-18;-3.34095e-17;1.33638e-17;0;0;0;0;0;0;3.8338;
349.107;349.757;349.757;-5.36313e-16;1.0556e-15;-4.61091e-16;2.64;-0.321313;-0.321313;-3.28955e-17;3.85494e-17;-2.08167e-17;0;0;0;0;0;0;3.86194;
342.895;343.546;343.546;1.03794e-15;-3.85314e-16;1.80389e-16;2.6;-0.319059;-0.319059;4.42033e-17;4.62593e-18;-5.13992e-18;0;0;0;0;0;0;3.89011;
336.695;337.347;337.347;-5.89574e-16;-8.00387e-16;1.56782e-16;2.56;-0.316773;-0.316773;-4.11194e-18;-4.98572e-17;4.88293e-18;0;0;0;0;0;0;3.9183;
330.506;331.159;331.159;-8.03369e-17;1.12435e-15;1.0047e-17;2.52;-0.314453;-0.314453;-6.16791e-18;3.49515e-17;4.62593e-18;0;0;0;0;0;0;3.94651;
324.33;324.983;324.983;8.03855e-16;-1.55355e-16;7.50842e-17;2.48;-0.312099;-0.312099;5.13992e-17;1.69617e-17;9.89435e-18;0;0;0;0;0;0;3.97474;
318.166;318.82;318.82;-1.21903e-15;-9.98519e-16;-7.85489e-17;2.44;-0.309709;-0.309709;-4.00914e-17;-5.29412e-17;3.85494e-18;0;0;0;0;0;0;4.003;
312.014;312.67;312.67;1.16872e-15;9.70615e-16;4.5671e-17;2.4;-0.307282;-0.307282;5.03712e-17;2.21017e-17;7.58138e-18;0;0;0;0;0;0;4.03128;
