sig[0,0]; sig[1,1]; sig[2,2]; sig[0,1]; sig[0,2]; sig[1,2]; eps[0,0]; eps[1,1]; eps[2,2]; eps[0,1]; eps[0,2]; eps[1,2];  beta[0,0]; beta[1,1]; beta[2,2]; beta[0,1]; beta[0,2]; beta[1,2]; eps_p_bar
793.153;793.153;793.811;1.2783e-15;1.51445e-15;5.04646e-16;2.6;2.6;-0.666444;1.64477e-17;5.24272e-17;1.95317e-17;0;0;0;0;0;0;4.14553;
779.714;779.714;780.373;5.68817e-16;-9.29643e-16;-9.97423e-17;2.56;2.56;-0.663234;4.93432e-17;-2.36436e-17;9.25186e-18;0;0;0;0;0;0;4.17434;
766.288;766.288;766.948;-1.22822e-16;1.06021e-16;-1.25478e-15;2.52;2.52;-0.659956;3.70074e-17;-1.02798e-17;-8.01828e-17;0;0;0;0;0;0;4.20319;
752.873;752.873;753.534;-1.05903e-17;-4.63366e-16;3.64314e-16;2.48;2.48;-0.656609;3.70074e-17;-4.42033e-17;-4.62593e-17;0;0;0;0;0;0;4.23208;
739.471;739.471;740.133;-1.66113e-15;1.21954e-15;5.18014e-16;2.44;2.44;-0.653189;-8.22387e-17;4.62593e-17;-1.13078e-17;0;0;0;0;0;0;4.26102;
726.083;726.083;726.745;2.88961e-15;-7.53257e-16;4.45171e-16;2.4;2.4;-0.649695;1.35694e-16;-1.54198e-17;1.74757e-17;0;0;0;0;0;0;4.29002;
712.707;712.707;713.37;-1.35253e-15;2.21095e-16;-4.90679e-16;2.36;2.36;-0.646123;2.05597e-17;5.13992e-18;-2.05597e-17;0;0;0;0;0;0;4.31906;
699.346;699.346;700.01;-1.48812e-15;8.19206e-16;1.70103e-15;2.32;2.32;-0.642472;-7.81268e-17;6.2707e-17;1.04854e-16;0;0;0;0;0;0;4.34816;
685.999;685.999;686.664;-6.42029e-16;-1.0091e-16;-1.49588e-15;2.28;2.28;-0.638738;-1.15134e-16;5.03712e-17;-1.33638e-17;0;0;0;0;0;0;4.37731;
672.668;672.668;673.333;-9.11326e-16;-5.08096e-16;4.56502e-16;2.24;2.24;-0.634918;-1.76813e-16;1.43918e-17;2.87836e-17;0;0;0;0;0;0;4.40652;
659.351;659.351;660.017;3.1726e-15;-6.99499e-16;-7.59258e-16;2.2;2.2;-0.63101;5.75671e-17;-3.28955e-17;-2.87836e-17;0;0;0;0;0;0;4.43579;
646.051;646.051;646.718;-4.68618e-16;-1.02747e-16;-2.07596e-16;2.16;2.16;-0.62701;4.11194e-18;-3.59794e-17;-3.90634e-17;0;0;0;0;0;0;4.46512;
632.767;632.767;633.435;-1.12187e-15;6.45907e-16;1.41973e-15;2.12;2.12;-0.622915;-7.40149e-17;1.13078e-17;6.4763e-17;0;0;0;0;0;0;4.49451;
619.501;619.501;620.169;6.43317e-16;1.26494e-17;-4.75625e-16;2.08;2.08;-0.618722;-2.05597e-17;8.22387e-18;2.15877e-17;0;0;0;0;0;0;4.52397;
606.252;606.252;606.922;9.35649e-16;1.85729e-16;-6.65641e-16;2.04;2.04;-0.614425;4.31753e-17;2.15877e-17;-2.36436e-17;0;0;0;0;0;0;4.5535;
593.023;593.023;593.693;-4.02432e-16;-8.06997e-16;8.5004e-17;2;2;-0.610023;8.22387e-18;-3.80354e-17;-1.33638e-17;0;0;0;0;0;0;4.5831;
579.812;579.812;580.483;-4.02757e-16;6.82143e-16;3.89841e-16;1.96;1.96;-0.60551;-1.85037e-17;1.64477e-17;1.43918e-17;0;0;0;0;0;0;4.61277;
566.622;566.622;567.293;7.88879e-17;-5.22071e-16;-3.63014e-16;1.92;1.92;-0.600883;-1.02798e-17;-2.56996e-17;-1.43918e-17;0;0;0;0;0;0;4.64252;
553.452;553.452;554.124;6.00232e-16;-1.07602e-15;-5.96148e-16;1.88;1.88;-0.596136;3.28955e-17;-1.00742e-16;-5.55112e-17;0;0;0;0;0;0;4.67235;
540.304;540.304;540.977;-2.59422e-16;1.6018e-15;4.43202e-16;1.84;1.84;-0.591265;1.02798e-17;2.26157e-17;-1.95317e-17;0;0;0;0;0;0;4.70226;
527.179;527.179;527.853;-5.00989e-16;9.38887e-16;5.1658e-16;1.8;1.8;-0.586266;-2.46716e-17;8.12108e-17;1.54198e-17;0;0;0;0;0;0;4.73226;
514.077;514.077;514.752;5.48247e-16;-2.11442e-15;-1.05322e-15;1.76;1.76;-0.581131;1.85037e-17;-7.91548e-17;-6.4763e-17;0;0;0;0;0;0;4.76234;
501;501;501.675;3.27113e-16;2.00284e-16;1.07499e-16;1.72;1.72;-0.575857;3.90634e-17;-5.13992e-17;-5.03712e-17;0;0;0;0;0;0;4.79252;
487.948;487.948;488.624;1.67713e-16;7.31474e-16;-4.69748e-17;1.68;1.68;-0.570437;4.93432e-17;1.02798e-18;-5.44832e-17;0;0;0;0;0;0;4.8228;
474.923;474.923;475.6;-1.24432e-15;1.45488e-16;3.87558e-16;1.64;1.64;-0.564864;-4.31753e-17;7.19589e-18;-2.56996e-17;0;0;0;0;0;0;4.85318;
461.926;461.926;462.604;1.26278e-15;-3.50536e-16;-1.90674e-16;1.6;1.6;-0.559132;5.75671e-17;-1.95317e-17;-4.21474e-17;0;0;0;0;0;0;4.88366;
448.958;448.958;449.636;-1.34185e-15;-4.0523e-16;3.04181e-16;1.56;1.56;-0.553234;-4.93432e-17;-4.72873e-17;-1.85037e-17;0;0;0;0;0;0;4.91426;
436.02;436.02;436.699;-2.88907e-17;1.03535e-15;7.33633e-16;1.52;1.52;-0.547162;-4.31753e-17;3.18675e-17;3.39235e-17;0;0;0;0;0;0;4.94497;
423.114;423.114;423.794;4.962e-16;-5.92309e-16;-4.3742e-16;1.48;1.48;-0.540909;-6.16791e-18;-1.85037e-17;-3.08395e-18;0;0;0;0;0;0;4.9758;
410.242;410.242;410.922;-2.34973e-16;-1.52858e-16;-1.676e-16;1.44;1.44;-0.534466;-2.67276e-17;-2.62136e-17;-1.28498e-17;0;0;0;0;0;0;5.00676;
397.404;397.404;398.085;3.56009e-17;9.03168e-16;4.47466e-16;1.4;1.4;-0.527823;-2.26157e-17;4.21474e-17;2.15877e-17;0;0;0;0;0;0;5.03785;
384.603;384.603;385.285;6.07049e-16;-3.16622e-16;-1.48354e-16;1.36;1.36;-0.520972;2.26157e-17;1.28498e-17;7.70988e-18;0;0;0;0;0;0;5.06908;
371.84;371.84;372.523;-9.35284e-16;-2.31366e-16;-3.68032e-16;1.32;1.32;-0.513901;-5.13992e-17;-2.56996e-18;-1.90177e-17;0;0;0;0;0;0;5.10046;
359.117;359.117;359.801;1.95941e-16;1.45547e-18;9.93322e-17;1.28;1.28;-0.506601;-3.08395e-17;-1.02798e-18;-9.25186e-18;0;0;0;0;0;0;5.13199;
346.437;346.437;347.121;6.68238e-16;4.41716e-16;1.9156e-16;1.24;1.24;-0.499058;1.85037e-17;3.23815e-17;4.62593e-18;0;0;0;0;0;0;5.16368;
333.801;333.801;334.486;7.04139e-16;-1.53485e-16;5.09636e-16;1.2;1.2;-0.491261;6.7847e-17;1.79897e-17;4.21474e-17;0;0;0;0;0;0;5.19554;
321.212;321.212;321.898;-1.34468e-15;4.59314e-16;9.30155e-19;1.16;1.16;-0.483197;-3.90634e-17;5.39692e-17;3.90634e-17;0;0;0;0;0;0;5.22758;
308.672;308.672;309.359;-7.52857e-16;-5.13119e-16;-3.95829e-16;1.12;1.12;-0.47485;-8.84066e-17;1.18218e-17;8.73787e-18;0;0;0;0;0;0;5.25981;
296.185;296.185;296.872;1.11498e-15;-1.14749e-16;-5.26107e-16;1.08;1.08;-0.466205;2.05597e-18;6.16791e-18;-2.92976e-17;0;0;0;0;0;0;5.29224;
283.753;283.753;284.441;-7.02621e-17;2.96555e-16;3.63324e-16;1.04;1.04;-0.457246;-1.02798e-17;2.98115e-17;2.05597e-18;0;0;0;0;0;0;5.32488;
271.378;271.378;272.067;1.79541e-16;-3.00373e-16;2.1407e-16;1;1;-0.447955;4.11194e-18;4.62593e-18;1.64477e-17;0;0;0;0;0;0;5.35773;
259.065;259.065;259.755;-1.04142e-16;1.99782e-16;1.4189e-16;0.96;0.96;-0.438312;-5.13992e-18;2.21017e-17;2.62136e-17;0;0;0;0;0;0;5.39082;
246.818;246.818;247.508;1.22544e-16;-1.54237e-16;-3.81058e-16;0.92;0.92;-0.428297;5.13992e-18;8.73787e-18;-4.62593e-18;0;0;0;0;0;0;5.42417;
234.639;234.639;235.331;6.1561e-17;-5.61029e-16;-2.01975e-16;0.88;0.88;-0.417887;9.25186e-18;-3.46945e-17;-1.82467e-17;0;0;0;0;0;0;5.45777;
222.534;222.534;223.226;1.98398e-16;3.21029e-16;-5.11948e-17;0.84;0.84;-0.407057;2.46716e-17;-5.65391e-18;-2.10737e-17;0;0;0;0;0;0;5.49165;
210.508;210.508;211.2;6.65813e-17;-3.28986e-17;1.75487e-16;0.8;0.8;-0.39578;2.87836e-17;-1.02798e-17;-6.6819e-18;0;0;0;0;0;0;5.52583;
198.564;198.564;199.257;-6.18257e-16;1.18335e-16;1.98047e-17;0.76;0.76;-0.384029;-2.15877e-17;-5.13992e-19;-6.16791e-18;0;0;0;0;0;0;5.56033;
186.709;186.709;187.403;2.8736e-17;3.02426e-16;1.6242e-16;0.72;0.72;-0.37177;-1.54198e-17;2.33866e-17;6.93889e-18;0;0;0;0;0;0;5.59517;
174.948;174.948;175.643;4.65193e-16;-2.74423e-16;6.54256e-17;0.68;0.68;-0.358971;2.26157e-17;-1.02798e-18;1.13078e-17;0;0;0;0;0;0;5.63036;
163.289;163.289;163.985;-8.92757e-17;-1.63115e-16;-3.05158e-16;0.64;0.64;-0.345593;1.23358e-17;-1.28498e-17;-1.43918e-17;0;0;0;0;0;0;5.66595;
151.739;151.739;152.435;1.79624e-17;4.62787e-17;7.2621e-17;0.6;0.6;-0.331594;1.43918e-17;-7.96688e-18;-6.4249e-18;0;0;0;0;0;0;5.70194;
140.305;140.305;141.002;-2.29997e-17;-2.09266e-17;-6.76275e-17;0.56;0.56;-0.316931;1.23358e-17;-1.00228e-17;-1.25928e-17;0;0;0;0;0;0;5.73838;
128.996;128.996;129.694;-3.32343e-16;2.26953e-16;2.62651e-16;0.52;0.52;-0.301552;-1.59338e-17;9.50885e-18;1.02798e-17;0;0;0;0;0;0;5.7753;
117.821;117.821;118.521;1.7825e-16;-2.00648e-16;-2.12948e-16;0.48;0.48;-0.285403;1.54198e-18;-9.25186e-18;-9.76585e-18;0;0;0;0;0;0;5.81273;
106.793;106.793;107.493;1.47563e-16;1.50125e-16;8.47069e-17;0.44;0.44;-0.268422;1.33638e-17;5.13992e-18;-1.02798e-18;0;0;0;0;0;0;5.85071;
95.9216;95.9216;96.6224;-1.34452e-16;-7.63768e-17;3.77498e-17;0.4;0.4;-0.250542;5.13992e-19;-2.56996e-18;1.79897e-18;0;0;0;0;0;0;5.88929;
85.2209;85.2209;85.9225;-1.97566e-16;6.18053e-17;5.82359e-17;0.36;0.36;-0.231687;-1.64477e-17;3.46945e-18;6.8104e-18;0;0;0;0;0;0;5.92853;
74.7054;74.7054;75.4079;1.21489e-16;-1.37701e-16;-1.96944e-16;0.32;0.32;-0.211774;-4.11194e-18;-9.50885e-18;-1.15648e-17;0;0;0;0;0;0;5.96846;
64.3918;64.3918;65.0952;1.91394e-17;8.20217e-17;8.3605e-17;0.28;0.28;-0.190707;-3.08395e-18;-1.02798e-18;-2.56996e-18;0;0;0;0;0;0;6.00917;
54.2985;54.2985;55.0028;4.19651e-17;8.07687e-18;1.39475e-18;0.24;0.24;-0.168381;7.70988e-19;-7.70988e-19;-2.95545e-18;0;0;0;0;0;0;6.05072;
44.4466;44.4466;45.1517;-5.29601e-18;2.58112e-17;5.20072e-17;0.2;0.2;-0.144677;0;1.67047e-18;2.05597e-18;0;0;0;0;0;0;6.09318;
34.8596;34.8596;35.5656;-2.11941e-17;-3.55381e-17;-1.88985e-17;0.16;0.16;-0.119458;-2.05597e-18;-1.99172e-18;-1.28498e-19;0;0;0;0;0;0;6.13666;
25.5646;25.5646;26.2716;2.29213e-17;-1.74814e-17;5.21374e-18;0.12;0.12;-0.09257;3.85494e-19;-3.5337e-18;5.13992e-19;0;0;0;0;0;0;6.18125;
16.5924;16.5924;17.3003;-1.23134e-17;3.44148e-17;-4.04253e-18;0.08;0.08;-0.0638379;-1.02798e-18;1.28498e-19;6.4249e-20;0;0;0;0;0;0;6.22707;
7.97837;7.97837;8.6873;4.12904e-18;2.00944e-18;6.72961e-19;0.04;0.04;-0.033059;-5.13992e-19;1.28498e-19;1.60623e-19;0;0;0;0;0;0;6.27425;
-0.236644;-0.236644;0.473288;4.94588e-18;-1.06387e-18;-1.43418e-18;0;1.09564e-32;5.55112e-16;-5.4782e-33;1.27825e-32;4.56517e-33;0;0;0;0;0;0;6.32295;
