sig[0,0]; sig[1,1]; sig[2,2]; sig[0,1]; sig[0,2]; sig[1,2]; eps[0,0]; eps[1,1]; eps[2,2]; eps[0,1]; eps[0,2]; eps[1,2];  beta[0,0]; beta[1,1]; beta[2,2]; beta[0,1]; beta[0,2]; beta[1,2]; eps_p_bar
12.1971;12.0583;11.7741;-2.27953e-17;4.84853e-17;1.67474e-17;0.0923558;0.022601;-0.0463293;3.85494e-19;-1.99172e-18;7.38864e-19;0;0;0;0;0;0;0.0791908;
13.368;13.2435;12.9439;2.92713e-17;3.98855e-17;-3.53668e-17;0.099376;0.0264362;-0.0504686;1.47773e-18;-9.9586e-19;-5.13992e-19;0;0;0;0;0;0;0.0858103;
14.5572;14.4477;14.1331;-3.03328e-17;-7.22508e-17;9.1767e-18;0.106237;0.030549;-0.0546186;3.21245e-19;-3.56582e-18;0;0;0;0;0;0;0;0.0924107;
15.7629;15.6691;15.3396;1.22676e-17;1.31284e-16;4.81263e-18;0.112928;0.0349329;-0.0587727;8.99486e-19;1.06011e-18;9.63735e-20;0;0;0;0;0;0;0.0989912;
16.9831;16.9056;16.5617;5.94808e-17;7.67396e-17;-2.04567e-17;0.119439;0.0395808;-0.062924;2.69846e-18;2.66633e-18;-5.78241e-19;0;0;0;0;0;0;0.105551;
18.2159;18.1552;17.7974;-6.72556e-18;-1.70983e-16;-5.85764e-17;0.125759;0.0444855;-0.0670658;2.12022e-18;-3.1482e-18;-2.28084e-18;0;0;0;0;0;0;0.11209;
19.4594;19.4161;19.0447;-7.19288e-17;-2.17447e-17;2.46131e-17;0.131877;0.0496389;-0.0711917;-6.4249e-20;-2.76271e-18;-1.15648e-18;0;0;0;0;0;0;0.118607;
20.7115;20.686;20.3016;4.33371e-18;1.23649e-17;5.52224e-17;0.137784;0.0550328;-0.075295;5.13992e-19;-2.24872e-18;3.85494e-19;0;0;0;0;0;0;0.125102;
21.9702;21.963;21.566;1.35507e-17;1.86216e-16;5.34647e-17;0.143471;0.0606587;-0.0793695;8.99486e-19;3.34095e-18;1.67047e-18;0;0;0;0;0;0;0.131576;
23.2334;23.2449;22.8359;-1.10027e-16;8.50134e-17;-3.79893e-17;0.148929;0.0665074;-0.083409;-2.50571e-18;4.75443e-18;1.92747e-19;0;0;0;0;0;0;0.138029;
24.4991;24.5296;24.1092;1.37238e-17;-1.73477e-18;-3.35876e-17;0.154148;0.0725698;-0.0874073;-1.41348e-18;4.17619e-18;-5.78241e-19;0;0;0;0;0;0;0.144461;
25.7651;25.8149;25.3839;4.17459e-17;1.18467e-16;-6.99183e-18;0.15912;0.078836;-0.0913584;-2.56996e-19;7.70988e-18;-5.78241e-19;0;0;0;0;0;0;0.150873;
27.0293;27.0988;26.6576;-1.39192e-16;-2.18837e-16;7.09969e-19;0.163838;0.085296;-0.0952568;-4.62593e-18;5.13992e-19;-5.13992e-19;0;0;0;0;0;0;0.157266;
28.2897;28.3789;27.9284;9.76543e-17;-1.92917e-16;1.54806e-17;0.168294;0.0919395;-0.0990966;-8.99486e-19;-3.79069e-18;-6.4249e-20;0;0;0;0;0;0;0.16364;
29.544;29.6531;29.1941;-9.16633e-17;1.08901e-16;7.16091e-17;0.172481;0.0987559;-0.102873;-4.17619e-18;5.78241e-19;1.92747e-18;0;0;0;0;0;0;0.169998;
30.7901;30.9193;30.4525;2.97457e-16;2.53836e-16;1.74924e-16;0.176392;0.105734;-0.106579;5.01142e-18;7.26014e-18;6.5534e-18;0;0;0;0;0;0;0.17634;
32.026;32.1752;31.7015;-1.5236e-16;-1.6173e-16;-1.96517e-16;0.18002;0.112864;-0.110212;-1.22073e-18;1.02798e-18;-1.92747e-19;0;0;0;0;0;0;0.182668;
33.2494;33.4186;32.9388;-2.16672e-16;-1.22327e-16;2.9281e-17;0.183361;0.120132;-0.113765;-6.48915e-18;-1.47773e-18;1.86322e-18;0;0;0;0;0;0;0.188984;
34.4583;34.6474;34.1624;2.93044e-16;-1.61666e-16;8.29233e-17;0.186408;0.127528;-0.117235;3.21245e-18;-5.33267e-18;4.04769e-18;0;0;0;0;0;0;0.195289;
35.6505;35.8594;35.3702;5.05642e-18;2.11343e-16;-2.9411e-16;0.189157;0.135041;-0.120616;1.54198e-18;1.67047e-18;-4.81868e-18;0;0;0;0;0;0;0.201586;
36.824;37.0525;36.5598;-1.17016e-16;-1.6273e-16;-3.25699e-17;0.191603;0.142657;-0.123905;-1.79897e-18;-4.24044e-18;-3.91919e-18;0;0;0;0;0;0;0.207875;
37.9767;38.2245;37.7294;5.63792e-17;1.19303e-16;1.79267e-17;0.193743;0.150365;-0.127097;5.13992e-19;1.28498e-19;-3.21245e-18;0;0;0;0;0;0;0.214159;
39.1065;39.3733;38.8767;2.27509e-16;8.57916e-17;1.59542e-16;0.195573;0.158152;-0.130189;6.5534e-18;1.79897e-18;1.15648e-18;0;0;0;0;0;0;0.220441;
40.2115;40.4969;39.9998;-5.98569e-17;-7.28354e-17;-9.78395e-17;0.19709;0.166007;-0.133176;3.46945e-18;-7.70988e-19;-2.56996e-18;0;0;0;0;0;0;0.226721;
41.2898;41.5933;41.0966;-2.02004e-16;1.31149e-16;1.16398e-16;0.198292;0.173915;-0.136055;-1.79897e-18;3.34095e-18;1.28498e-18;0;0;0;0;0;0;0.233002;
42.3392;42.6605;42.1651;-1.32583e-16;1.3529e-16;-4.33417e-17;0.199176;0.181866;-0.138823;-4.24044e-18;6.2964e-18;-6.4249e-19;0;0;0;0;0;0;0.239286;
43.3581;43.6965;43.2035;-3.87874e-17;-1.50216e-16;8.2835e-17;0.199742;0.189845;-0.141477;-4.49743e-18;1.28498e-18;1.92747e-18;0;0;0;0;0;0;0.245573;
44.3445;44.6995;44.2097;5.14907e-16;-4.74302e-17;-2.03909e-16;0.199988;0.197841;-0.144013;1.00228e-17;8.99486e-19;-4.24044e-18;0;0;0;0;0;0;0.251867;
45.2967;45.6676;45.182;1.61531e-16;-3.84498e-17;1.26124e-16;0.199915;0.20584;-0.146428;1.13078e-17;1.28498e-19;5.13992e-19;0;0;0;0;0;0;0.258168;
46.2129;46.5992;46.1185;-4.47165e-16;-1.24794e-16;4.68277e-17;0.199521;0.21383;-0.148721;-2.05597e-18;-3.08395e-18;1.02798e-18;0;0;0;0;0;0;0.264478;
47.0915;47.4924;47.0177;6.72699e-17;-8.38085e-17;-8.25617e-17;0.198809;0.221797;-0.150889;2.56996e-18;-4.62593e-18;-1.54198e-18;0;0;0;0;0;0;0.270798;
47.9309;48.3458;47.8778;2.5263e-16;2.28046e-16;9.79138e-17;0.197778;0.22973;-0.152928;9.12336e-18;2.18447e-18;1.67047e-18;0;0;0;0;0;0;0.27713;
48.7295;49.1576;48.6972;-2.36938e-16;2.23685e-16;1.85139e-16;0.196431;0.237615;-0.154838;1.02798e-18;6.93889e-18;6.16791e-18;0;0;0;0;0;0;0.283473;
49.486;49.9265;49.4745;-7.65687e-17;-4.02205e-16;-4.52849e-16;0.19477;0.24544;-0.156616;3.85494e-19;-5.52542e-18;-7.45289e-18;0;0;0;0;0;0;0.289829;
50.1988;50.6511;50.2082;-2.08577e-16;7.29203e-17;4.58257e-16;0.192797;0.253193;-0.15826;-4.88293e-18;-1.02798e-18;7.96688e-18;0;0;0;0;0;0;0.296199;
50.8668;51.3301;50.897;-9.56497e-18;1.19135e-16;-1.11711e-16;0.190515;0.26086;-0.159768;-3.85494e-18;1.79897e-18;2.05597e-18;0;0;0;0;0;0;0.302582;
51.4886;51.9621;51.5396;2.50109e-16;1.436e-16;-7.02511e-16;0.187929;0.26843;-0.161139;3.08395e-18;5.01142e-18;-1.65762e-17;0;0;0;0;0;0;0.308979;
52.0633;52.5462;52.1349;2.24545e-16;-2.62084e-16;6.69002e-16;0.185042;0.27589;-0.162372;7.70988e-18;-3.08395e-18;6.16791e-18;0;0;0;0;0;0;0.31539;
52.5896;53.0812;52.6818;5.05705e-17;6.25209e-17;1.07333e-18;0.181859;0.283229;-0.163465;7.70988e-18;2.56996e-19;2.05597e-18;0;0;0;0;0;0;0.321816;
53.0668;53.5662;53.1793;-1.85016e-16;7.95551e-17;2.06004e-16;0.178386;0.290435;-0.164417;2.31296e-18;2.05597e-18;7.70988e-18;0;0;0;0;0;0;0.328255;
53.4939;54.0004;53.6266;-4.16969e-17;-9.43442e-17;6.0461e-17;0.174627;0.297496;-0.165226;2.31296e-18;-1.02798e-18;8.09538e-18;0;0;0;0;0;0;0.334707;
53.8702;54.3829;54.0229;-1.12357e-16;7.70065e-17;-2.20361e-16;0.170588;0.304402;-0.165893;-5.13992e-19;1.67047e-18;1.67047e-18;0;0;0;0;0;0;0.341172;
54.195;54.7132;54.3675;1.43204e-16;1.2037e-16;2.17163e-16;0.166277;0.31114;-0.166415;4.11194e-18;4.49743e-18;8.99486e-18;0;0;0;0;0;0;0.34765;
54.4678;54.9907;54.6598;-3.23678e-16;-1.88307e-16;-2.88252e-16;0.161699;0.3177;-0.166793;-5.65391e-18;-1.41348e-18;-2.56996e-19;0;0;0;0;0;0;0.354138;
54.6881;55.2149;54.8993;-2.13684e-16;8.40246e-17;-5.57191e-16;0.156863;0.324072;-0.167026;-9.50885e-18;2.05597e-18;-1.37493e-17;0;0;0;0;0;0;0.360637;
54.8556;55.3856;55.0858;3.1752e-16;-3.26032e-17;7.5109e-16;0.151776;0.330246;-0.167114;5.13992e-19;6.4249e-19;1.02798e-17;0;0;0;0;0;0;0.367146;
54.97;55.5024;55.2188;-8.77762e-17;7.71043e-17;-1.25849e-16;0.146446;0.336211;-0.167055;-3.85494e-18;2.95545e-18;2.18447e-18;0;0;0;0;0;0;0.373664;
55.0312;55.5652;55.2984;4.12253e-16;5.97189e-17;-2.25746e-16;0.140882;0.341959;-0.166851;7.96688e-18;4.11194e-18;-3.21245e-18;0;0;0;0;0;0;0.380189;
55.0393;55.574;55.3244;-3.86149e-16;-5.22908e-17;-2.81483e-16;0.135093;0.347479;-0.1665;-5.13992e-18;2.31296e-18;-9.50885e-18;0;0;0;0;0;0;0.38672;
54.9941;55.5288;55.2969;-1.22492e-17;1.81084e-16;3.83239e-16;0.129087;0.352763;-0.166003;-3.08395e-18;7.58138e-18;2.69846e-18;0;0;0;0;0;0;0.393258;
54.896;55.4299;55.2161;5.4369e-16;-4.11153e-16;9.16883e-17;0.122875;0.357803;-0.16536;1.18218e-17;-4.75443e-18;2.82696e-18;0;0;0;0;0;0;0.3998;
54.7453;55.2775;55.0822;-8.39884e-17;-1.32419e-17;-3.94218e-16;0.116466;0.36259;-0.164571;6.16791e-18;-2.56996e-18;-8.48087e-18;0;0;0;0;0;0;0.406345;
54.5422;55.0721;54.8956;1.88679e-16;-6.44043e-17;4.72635e-17;0.109871;0.367118;-0.163637;1.18218e-17;-4.24044e-18;-4.75443e-18;0;0;0;0;0;0;0.412894;
54.2874;54.814;54.6567;-8.94217e-17;1.22462e-16;-9.7994e-17;0.1031;0.371378;-0.162558;8.22387e-18;-5.13992e-19;-7.70988e-18;0;0;0;0;0;0;0.419444;
53.9813;54.5039;54.3662;-4.74996e-16;-5.25643e-17;3.56475e-16;0.0961645;0.375364;-0.161335;-4.11194e-18;-2.69846e-18;2.56996e-18;0;0;0;0;0;0;0.425996;
53.6247;54.1425;54.0247;2.04472e-16;1.17025e-17;-2.97942e-16;0.0890749;0.379069;-0.159969;4.36893e-18;-2.05597e-18;-7.70988e-18;0;0;0;0;0;0;0.432547;
53.2184;53.7306;53.633;1.13277e-16;9.2917e-17;4.40019e-16;0.0818428;0.382488;-0.15846;6.16791e-18;3.85494e-19;6.03941e-18;0;0;0;0;0;0;0.439099;
52.7633;53.269;53.192;-1.35771e-16;-1.2141e-16;-2.98733e-16;0.0744798;0.385615;-0.15681;1.79897e-18;-3.46945e-18;-4.75443e-18;0;0;0;0;0;0;0.44565;
52.2603;52.7587;52.7025;-4.69467e-16;1.43645e-16;3.45919e-16;0.0669976;0.388444;-0.15502;-1.00228e-17;1.15648e-18;6.4249e-18;0;0;0;0;0;0;0.4522;
51.7105;52.2008;52.1656;-3.46502e-16;-1.57845e-16;-2.6404e-16;0.0594083;0.390973;-0.153092;-1.64477e-17;-3.98344e-18;-2.82696e-18;0;0;0;0;0;0;0.458749;
51.115;51.5964;51.5824;5.7018e-16;1.6438e-16;4.0756e-16;0.0517239;0.393196;-0.151027;1.02798e-18;1.41348e-18;9.76585e-18;0;0;0;0;0;0;0.465297;
50.4751;50.9467;50.9542;-5.67344e-16;-8.65432e-17;2.56719e-16;0.0439567;0.39511;-0.148826;-1.77327e-17;-1.92747e-18;1.41348e-17;0;0;0;0;0;0;0.471843;
49.7921;50.2532;50.2822;1.56598e-16;2.43665e-16;-4.3446e-16;0.0361193;0.396711;-0.146493;-1.00228e-17;5.13992e-18;8.99486e-19;0;0;0;0;0;0;0.478388;
49.0673;49.517;49.5677;1.01554e-15;-2.89292e-16;-2.78102e-16;0.028224;0.397998;-0.144028;1.61908e-17;-4.11194e-18;-3.85494e-18;0;0;0;0;0;0;0.484932;
48.3023;48.7398;48.8122;-6.68579e-16;2.91476e-17;4.54783e-16;0.0202836;0.398969;-0.141435;-7.96688e-18;-1.54198e-18;1.00228e-17;0;0;0;0;0;0;0.491475;
47.4984;47.9229;48.0172;8.56386e-17;4.95423e-18;-2.12237e-16;0.0123107;0.399621;-0.138715;-1.54198e-18;-1.59016e-18;1.54198e-18;0;0;0;0;0;0;0.498019;
46.6573;47.0681;47.1842;3.79578e-17;-5.48776e-17;-4.15569e-16;0.0043182;0.399953;-0.135872;-1.06011e-18;-3.08395e-18;-8.22387e-18;0;0;0;0;0;0;0.504562;
45.7806;46.177;46.3147;1.06532e-16;6.44454e-17;3.3766e-16;-0.00368126;0.399966;-0.132909;1.54198e-18;-1.02798e-18;3.34095e-18;0;0;0;0;0;0;0.511107;
44.87;45.2511;45.4105;8.75816e-17;2.00957e-16;9.78928e-17;-0.0116748;0.399659;-0.129829;3.21245e-18;3.91919e-18;3.85494e-18;0;0;0;0;0;0;0.517654;
43.9272;44.2924;44.4733;-2.50344e-16;-1.7559e-16;3.12882e-16;-0.0196497;0.399032;-0.126634;-3.98344e-18;-1.99172e-18;1.15648e-17;0;0;0;0;0;0;0.524204;
42.9539;43.3026;43.5048;-6.3196e-17;-4.09315e-17;-5.07711e-16;-0.0275932;0.398087;-0.12333;-4.11194e-18;-1.99172e-18;-3.85494e-18;0;0;0;0;0;0;0.530757;
41.952;42.2834;42.5067;8.27804e-16;1.30876e-16;-2.83073e-16;-0.0354925;0.396826;-0.11992;1.82467e-17;1.73472e-18;-8.22387e-18;0;0;0;0;0;0;0.537314;
40.9232;41.2369;41.4809;-4.07579e-16;-7.60454e-17;6.60707e-16;-0.043335;0.395249;-0.116407;2.31296e-18;-1.09223e-18;1.10508e-17;0;0;0;0;0;0;0.543876;
39.8695;40.1647;40.4292;2.05371e-16;-1.05019e-16;-7.18286e-16;-0.0511082;0.39336;-0.112797;1.02798e-17;-3.4052e-18;-1.20788e-17;0;0;0;0;0;0;0.550444;
38.7927;39.069;39.3535;-3.69096e-16;1.71878e-16;4.52948e-16;-0.0587997;0.391161;-0.109095;-7.70988e-19;1.79897e-18;4.36893e-18;0;0;0;0;0;0;0.557019;
37.6947;37.9515;38.2557;1.07631e-17;1.34885e-17;-1.8522e-16;-0.066397;0.388657;-0.105304;1.79897e-18;1.09223e-18;-3.34095e-18;0;0;0;0;0;0;0.563601;
36.5773;36.8143;37.1376;5.10424e-17;-1.23015e-16;2.86678e-16;-0.0738882;0.385851;-0.101431;3.08395e-18;-2.24872e-18;5.39692e-18;0;0;0;0;0;0;0.57019;
35.4425;35.6592;36.0012;-5.60787e-16;1.75086e-16;3.93574e-18;-0.0812611;0.382747;-0.0974808;-1.20788e-17;3.1482e-18;3.72644e-18;0;0;0;0;0;0;0.576788;
34.2922;34.4882;34.8484;4.02827e-16;-5.37132e-17;-1.44708e-16;-0.0885041;0.379352;-0.0934594;2.05597e-18;6.4249e-19;-1.28498e-19;0;0;0;0;0;0;0.583394;
33.1283;33.3033;33.6811;-2.94173e-16;-6.11113e-17;-1.89201e-16;-0.0956054;0.375669;-0.0893728;-8.22387e-18;-6.4249e-19;-4.24044e-18;0;0;0;0;0;0;0.59001;
31.9527;32.1064;32.5011;4.77186e-17;-1.18669e-17;-9.28094e-17;-0.102554;0.371705;-0.0852273;-5.13992e-18;-5.78241e-19;-5.52542e-18;0;0;0;0;0;0;0.596633;
30.7672;30.8994;31.3105;-6.65309e-17;4.82106e-17;3.47335e-16;-0.109338;0.367467;-0.0810295;-7.19589e-18;7.70988e-19;4.24044e-18;0;0;0;0;0;0;0.603266;
29.5738;29.6842;30.1111;-1.12696e-16;-4.69984e-17;-4.01483e-17;-0.115948;0.362961;-0.0767862;-9.76585e-18;-7.70988e-19;1.02798e-18;0;0;0;0;0;0;0.609907;
28.3743;28.4627;28.9047;7.0223e-16;-3.04273e-17;2.9176e-16;-0.122372;0.358194;-0.0725044;9.50885e-18;-1.28498e-18;8.99486e-18;0;0;0;0;0;0;0.616556;
27.1705;27.2369;27.6932;-4.28371e-16;-3.62727e-17;-6.702e-16;-0.1286;0.353173;-0.0681915;-6.16791e-18;-2.05597e-18;-1.05368e-17;0;0;0;0;0;0;0.623212;
25.9643;26.0085;26.4785;-1.68336e-16;2.55274e-17;4.26285e-16;-0.134622;0.347908;-0.0638551;-7.96688e-18;-1.15648e-18;4.88293e-18;0;0;0;0;0;0;0.629875;
24.7575;24.7794;25.2623;3.78704e-16;-1.83308e-17;-4.20387e-16;-0.140429;0.342407;-0.0595027;3.08395e-18;-1.79897e-18;-8.86636e-18;0;0;0;0;0;0;0.636544;
23.5518;23.5513;24.0465;5.95634e-17;-1.13749e-16;4.02532e-16;-0.146012;0.336677;-0.0551423;2.31296e-18;-4.69018e-18;4.36893e-18;0;0;0;0;0;0;0.643217;
22.3489;22.3261;22.8327;-6.39162e-17;1.68036e-16;-1.58727e-16;-0.15136;0.330729;-0.050782;2.56996e-19;4.49743e-19;-2.31296e-18;0;0;0;0;0;0;0.649894;
21.1507;21.1055;21.6228;2.87041e-16;2.02637e-16;2.12074e-17;-0.156467;0.324571;-0.04643;8.22387e-18;4.75443e-18;-7.70988e-19;0;0;0;0;0;0;0.656573;
19.9587;19.8911;20.4184;-2.73907e-16;-5.47986e-17;6.59352e-17;-0.161324;0.318215;-0.0420946;-7.70988e-19;2.05597e-18;8.35237e-19;0;0;0;0;0;0;0.663252;
18.7746;18.6847;19.2211;-1.71813e-16;-1.20284e-16;-4.02019e-18;-0.165922;0.311669;-0.0377843;-3.59794e-18;-7.70988e-19;3.21245e-19;0;0;0;0;0;0;0.669931;
17.6001;17.4879;18.0327;2.52815e-16;6.45456e-17;1.09031e-16;-0.170255;0.304944;-0.0335075;4.11194e-18;1.67047e-18;3.21245e-18;0;0;0;0;0;0;0.676607;
16.4367;16.3024;16.8547;9.87771e-17;-5.08605e-17;-1.13794e-16;-0.174315;0.298052;-0.0292727;5.13992e-18;-6.4249e-20;-4.49743e-19;0;0;0;0;0;0;0.68328;
15.286;15.1296;15.6887;2.58665e-16;-1.33357e-16;-1.7072e-17;-0.178097;0.291003;-0.0250886;1.13078e-17;-3.24458e-18;-1.92747e-19;0;0;0;0;0;0;0.689947;
14.1496;13.9712;14.5362;-3.21891e-16;1.80867e-16;7.82276e-17;-0.181593;0.283808;-0.0209635;1.28498e-18;2.31296e-18;1.9596e-18;0;0;0;0;0;0;0.696608;
13.0289;12.8287;13.3987;-1.05836e-16;-1.98248e-16;-4.18187e-16;-0.1848;0.276479;-0.0169059;5.13992e-19;-3.98344e-18;-9.44461e-18;0;0;0;0;0;0;0.70326;
11.9254;11.7036;12.2777;-5.47293e-17;-1.00106e-16;-6.23613e-17;-0.18771;0.269028;-0.0129243;-2.56996e-19;-5.36479e-18;-8.48087e-18;0;0;0;0;0;0;0.709902;
10.8406;10.5973;11.1747;-7.23343e-17;1.68905e-16;3.18738e-16;-0.19032;0.261467;-0.00902686;-1.79897e-18;-3.5337e-19;1.92747e-19;0;0;0;0;0;0;0.716533;
9.77583;9.51139;10.0912;-7.67036e-17;1.45569e-16;3.33644e-16;-0.192626;0.253807;-0.00522163;-3.34095e-18;2.37721e-18;6.87464e-18;0;0;0;0;0;0;0.723153;
8.73258;8.44718;9.02837;3.19304e-16;1.37856e-16;-7.08307e-18;-0.194624;0.246061;-0.00151654;5.39692e-18;5.04355e-18;4.62593e-18;0;0;0;0;0;0;0.72976;
7.71217;7.40612;7.98778;-1.42454e-16;1.69952e-16;1.02837e-16;-0.19631;0.238241;0.00208073;-2.56996e-19;8.57724e-18;7.32439e-18;0;0;0;0;0;0;0.736352;
6.71594;6.38957;6.97073;-1.2408e-16;-4.27008e-16;-2.6972e-16;-0.197682;0.23036;0.00556274;-2.56996e-18;-3.46945e-18;-2.56996e-19;0;0;0;0;0;0;0.742931;
5.74522;5.3989;5.97856;4.01397e-17;2.88594e-16;-1.86349e-16;-0.198738;0.222431;0.00892233;-7.70988e-19;6.58552e-18;-3.37307e-18;0;0;0;0;0;0;0.749495;
4.80129;4.43545;5.0126;2.10357e-16;-1.72298e-16;2.97335e-16;-0.199476;0.214465;0.0121526;4.36893e-18;3.85494e-19;5.39692e-18;0;0;0;0;0;0;0.756045;
3.88542;3.50052;4.07413;-1.65291e-16;-1.12155e-16;-1.71878e-16;-0.199895;0.206477;0.0152471;-1.15648e-18;-1.41348e-18;-8.35237e-19;0;0;0;0;0;0;0.76258;
2.99886;2.59541;3.16444;1.53122e-17;2.95437e-16;3.21266e-16;-0.199994;0.198478;0.0181997;2.56996e-19;6.8104e-18;8.41662e-18;0;0;0;0;0;0;0.769102;
2.14283;1.72139;2.28477;2.05893e-16;-3.22286e-16;-1.8459e-16;-0.199773;0.190481;0.0210044;5.39692e-18;-3.21245e-18;1.73472e-18;0;0;0;0;0;0;0.775609;
1.31852;0.879716;1.43639;-4.09371e-17;1.39178e-16;-1.24837e-16;-0.199233;0.1825;0.0236558;3.08395e-18;2.31296e-18;-2.89121e-19;0;0;0;0;0;0;0.782105;
0.527101;0.0715971;0.62049;6.1065e-17;-1.00499e-16;-8.25725e-17;-0.198374;0.174547;0.026149;4.88293e-18;-1.09223e-18;-1.60623e-18;0;0;0;0;0;0;0.788588;
-0.230287;-0.701767;-0.16172;-1.22392e-16;7.45724e-17;2.18868e-16;-0.197197;0.166635;0.0284793;1.41348e-18;1.41348e-18;4.43318e-18;0;0;0;0;0;0;0.795062;
-0.95253;-1.43921;-0.90907;-1.98591e-17;3.03735e-16;-3.29048e-17;-0.195705;0.158775;0.0306425;1.67047e-18;8.60937e-18;2.24872e-18;0;0;0;0;0;0;0.801526;
-1.63854;-2.1396;-1.62041;-4.57279e-17;-2.3162e-16;-2.19968e-16;-0.1939;0.150982;0.0326349;6.4249e-19;8.99486e-19;-3.08395e-18;0;0;0;0;0;0;0.807983;
-2.28728;-2.80183;-2.29463;-8.28449e-17;-6.72783e-17;1.29884e-16;-0.191785;0.143268;0.034453;-1.15648e-18;6.4249e-19;1.54198e-18;0;0;0;0;0;0;0.814435;
-2.89771;-3.42485;-2.93064;-4.09095e-17;-1.54816e-16;-4.98769e-17;-0.189363;0.135644;0.036094;-1.67047e-18;-2.82696e-18;-5.13992e-19;0;0;0;0;0;0;0.820883;
-3.46886;-4.00763;-3.52738;9.23935e-17;-1.04842e-16;8.18485e-18;-0.186638;0.128123;0.0375554;8.99486e-19;-4.49743e-18;0;0;0;0;0;0;0;0.827329;
-3.99978;-4.54918;-4.08385;-2.58947e-17;1.97198e-16;-4.41369e-17;-0.183614;0.120717;0.038835;-3.21245e-19;1.09223e-18;-1.15648e-18;0;0;0;0;0;0;0.833775;
-4.48957;-5.04859;-4.59906;-6.54172e-17;-1.02628e-17;7.04939e-18;-0.180297;0.113437;0.0399313;-1.79897e-18;-3.85494e-19;-7.06739e-19;0;0;0;0;0;0;0.840223;
-4.93738;-5.50496;-5.07209;-9.57493e-17;6.41986e-17;5.30793e-17;-0.176691;0.106297;0.040843;-3.79069e-18;1.28498e-18;5.78241e-19;0;0;0;0;0;0;0.846674;
-5.34239;-5.91747;-5.50206;2.33031e-16;-2.09065e-18;-1.24213e-16;-0.172802;0.0993059;0.0415691;2.63421e-18;8.35237e-19;-2.85908e-18;0;0;0;0;0;0;0.853131;
-5.70384;-6.28535;-5.88816;-5.78778e-17;-1.80205e-16;9.12093e-17;-0.168638;0.0924762;0.0421093;-2.56996e-19;-3.66219e-18;1.92747e-19;0;0;0;0;0;0;0.859596;
-6.02104;-6.60789;-6.2296;1.24269e-16;7.86235e-17;-1.82687e-18;-0.164203;0.0858185;0.0424634;3.21245e-18;-5.78241e-19;-4.17619e-19;0;0;0;0;0;0;0.866069;
-6.29332;-6.88443;-6.5257;-4.62409e-17;-4.98269e-17;-3.76463e-17;-0.159505;0.0793434;0.0426317;1.28498e-18;-2.31296e-18;-1.34923e-18;0;0;0;0;0;0;0.872553;
